"service_uploaded","device_urn","loc_lat","loc_lon","env_temp","env_humid","pms_pm01_0","pms_pm02_5","pms_pm10_0"
"Jun 13, 2020 @ 18:05:22.000","safecast:678194983","46.555","15.636",,,8,10,11
"Jun 13, 2020 @ 17:55:07.000","safecast:678194983","46.555","15.636",,,8,10,10
"Jun 13, 2020 @ 17:45:07.000","safecast:678194983","46.555","15.636",,,8,11,11
"Jun 13, 2020 @ 17:44:03.000","note:dev:865284040097945","34.122","-118.261",,,"7.65","10.8","11.55"
"Jun 13, 2020 @ 17:43:57.000","note:dev:865284040097945","34.122","-118.261",,,"5.93","8.75","8.98"
"Jun 13, 2020 @ 17:43:52.000","note:dev:865284040097945","34.122","-118.261",,,"7.1",10,"10.48"
"Jun 13, 2020 @ 17:43:47.000","note:dev:865284040097945","34.122","-118.261",,,"6.75","9.75","10.38"
"Jun 13, 2020 @ 17:35:22.000","safecast:678194983","46.555","15.635",,,8,10,10
"Jun 13, 2020 @ 17:27:48.000","note:dev:865284040097879","34.065","-118.286",,,"9.55","12.93","14.63"
"Jun 13, 2020 @ 17:27:43.000","note:dev:865284040097879","34.065","-118.286",,,"8.38","11.6","12.98"
"Jun 13, 2020 @ 17:27:37.000","note:dev:865284040097879","34.065","-118.286",,,"9.18","12.35","13.2"
"Jun 13, 2020 @ 17:25:07.000","safecast:678194983","46.555","15.635",,,7,8,9
"Jun 13, 2020 @ 17:21:32.000","note:dev:865284040101085","34.172","-118.057",,,"11.88","15.2","17.6"
"Jun 13, 2020 @ 17:21:06.000","note:dev:865284040101085","34.172","-118.057",,,10,"12.75","14.38"
"Jun 13, 2020 @ 17:21:01.000","note:dev:865284040101085","34.172","-118.057",,,"11.6","14.85","16.48"
"Jun 13, 2020 @ 17:20:55.000","note:dev:865284040101085","34.172","-118.057",,,"8.6","11.53","11.8"
"Jun 13, 2020 @ 17:15:07.000","safecast:678194983","46.555","15.635",,,6,7,7
"Jun 13, 2020 @ 17:14:12.000","safecast:3714913954","52.395","4.875",,,8,10,11
"Jun 13, 2020 @ 17:05:22.000","safecast:678194983","46.555","15.635",,,6,8,8
"Jun 13, 2020 @ 16:55:07.000","safecast:678194983","46.555","15.635",,,5,7,7
"Jun 13, 2020 @ 16:52:20.000","note:dev:865284040095238","34.122","-118.261",,,"12.15","17.73","17.95"
"Jun 13, 2020 @ 16:52:15.000","note:dev:865284040095238","34.122","-118.261",,,"13.05","21.13","21.13"
"Jun 13, 2020 @ 16:49:47.000","note:dev:865284040102018","25.038","121.507",,,"16.8","23.35","27.35"
"Jun 13, 2020 @ 16:49:42.000","note:dev:865284040102018","25.038","121.507",,,"9.82","15.08",18
"Jun 13, 2020 @ 16:45:07.000","safecast:678194983","46.555","15.635",,,6,7,7
"Jun 13, 2020 @ 16:44:20.000","safecast:3714913954","52.395","4.875",,,4,5,5
"Jun 13, 2020 @ 16:43:32.000","note:dev:865284040097945","34.122","-118.261",,,"6.53","8.82","9.13"
"Jun 13, 2020 @ 16:43:27.000","note:dev:865284040097945","34.122","-118.261",,,"7.85","12.13","12.9"
"Jun 13, 2020 @ 16:43:18.000","note:dev:865284040083945","35.665","139.705",,,"28.28","47.18","62.95"
"Jun 13, 2020 @ 16:43:12.000","note:dev:865284040083945","35.665","139.705",,,"24.18","40.45","54.13"
"Jun 13, 2020 @ 16:40:19.000","note:dev:865284040101085","34.172","-118.057",,,"21.85","33.88","40.65"
"Jun 13, 2020 @ 16:39:27.000","note:dev:865284040125720","37.739","-122.503",,,"0.1","3.25","3.65"
"Jun 13, 2020 @ 16:39:22.000","note:dev:865284040125720","37.739","-122.503",,,0,"2.88","6.48"
"Jun 13, 2020 @ 16:35:22.000","safecast:678194983","46.555","15.635",,,5,7,8
"Jun 13, 2020 @ 16:30:43.000","note:dev:865284040097879","34.065","-118.286",,,"14.98","21.25","23.23"
"Jun 13, 2020 @ 16:28:52.000","note:dev:865284040125878","34.483","136.163",,,"1.83","3.05","3.65"
"Jun 13, 2020 @ 16:28:47.000","note:dev:865284040125878","34.483","136.163",,,"1.8","3.13","3.13"
"Jun 13, 2020 @ 16:28:27.000","note:dev:865284040097945","34.122","-118.261",,,"5.93","9.25","9.43"
"Jun 13, 2020 @ 16:27:43.000","note:dev:865284040070785","34.122","-118.261",,,"18.23","27.1","29.15"
"Jun 13, 2020 @ 16:27:37.000","note:dev:865284040070785","34.122","-118.261",,,"14.05","21.38","23.75"
"Jun 13, 2020 @ 16:25:07.000","safecast:678194983","46.555","15.635",,,5,7,7
"Jun 13, 2020 @ 16:15:07.000","safecast:678194983","46.555","15.635",,,5,7,7
"Jun 13, 2020 @ 16:14:12.000","safecast:3714913954","52.395","4.875",,,9,10,11
"Jun 13, 2020 @ 16:05:22.000","safecast:678194983","46.555","15.635",,,5,6,7
"Jun 13, 2020 @ 15:55:07.000","safecast:678194983","46.555","15.635",,,6,7,7
"Jun 13, 2020 @ 15:52:32.000","safecast:743902494","34.122","-118.261","19.649","51.262",14,27,30
"Jun 13, 2020 @ 15:45:07.000","safecast:678194983","46.555","15.635",,,5,6,7
"Jun 13, 2020 @ 15:44:15.000","safecast:3714913954","52.395","4.875",,,4,4,4
"Jun 13, 2020 @ 15:35:22.000","safecast:678194983","46.555","15.635",,,5,6,6
"Jun 13, 2020 @ 15:30:54.000","note:dev:865284040097879","34.065","-118.286",,,"22.68","32.15","36.6"
"Jun 13, 2020 @ 15:30:48.000","note:dev:865284040097879","34.065","-118.286",,,"11.65","17.35","18.58"
"Jun 13, 2020 @ 15:25:54.000","safecast:678194983","46.555","15.635",,,5,6,7
"Jun 13, 2020 @ 15:15:07.000","safecast:678194983","46.555","15.635",,,4,5,5
"Jun 13, 2020 @ 15:14:12.000","safecast:3714913954","52.395","4.875",,,9,11,12
"Jun 13, 2020 @ 15:05:22.000","safecast:678194983","46.555","15.635",,,4,5,6
"Jun 13, 2020 @ 15:01:39.000","note:dev:865284040097945","34.122","-118.261",,,"13.2","22.85","24.9"
"Jun 13, 2020 @ 15:01:34.000","note:dev:865284040097945","34.122","-118.261",,,"12.75","22.35","23.95"
"Jun 13, 2020 @ 14:55:07.000","safecast:678194983","46.555","15.635",,,4,5,5
"Jun 13, 2020 @ 14:52:08.000","note:dev:865284040095238","34.122","-118.261",,,"16.2","27.35","29.53"
"Jun 13, 2020 @ 14:52:03.000","note:dev:865284040095238","34.122","-118.261",,,"11.88","21.15","21.7"
"Jun 13, 2020 @ 14:45:07.000","safecast:678194983","46.555","15.635",,,4,6,6
"Jun 13, 2020 @ 14:44:12.000","safecast:3714913954","52.395","4.875",,,5,6,6
"Jun 13, 2020 @ 14:43:15.000","note:dev:865284040083945","35.665","139.705",,,"24.23","38.65","50.28"
"Jun 13, 2020 @ 14:43:10.000","note:dev:865284040083945","35.665","139.705",,,"23.53","38.53","49.63"
"Jun 13, 2020 @ 14:40:32.000","note:dev:865284040101085","34.172","-118.057",,,"28.63","44.8","57.63"
"Jun 13, 2020 @ 14:40:27.000","note:dev:865284040101085","34.172","-118.057",,,"28.93","46.48","58.65"
"Jun 13, 2020 @ 14:39:12.000","note:dev:865284040125720","37.739","-122.503",,,"0.83",3,"3.15"
"Jun 13, 2020 @ 14:39:07.000","note:dev:865284040125720","37.739","-122.503",,,1,"4.6","6.43"
"Jun 13, 2020 @ 14:35:22.000","safecast:678194983","46.555","15.635",,,5,5,5
"Jun 13, 2020 @ 14:28:45.000","note:dev:865284040125878","34.483","136.163",,,"4.53",7,"7.23"
"Jun 13, 2020 @ 14:28:40.000","note:dev:865284040125878","34.483","136.163",,,"2.7","4.22","4.93"
"Jun 13, 2020 @ 14:27:44.000","note:dev:865284040070785","34.122","-118.261",,,"11.28","17.77","18.73"
"Jun 13, 2020 @ 14:27:38.000","note:dev:865284040070785","34.122","-118.261",,,"11.03",17,"20.8"
"Jun 13, 2020 @ 14:25:07.000","safecast:678194983","46.555","15.635",,,5,6,7
"Jun 13, 2020 @ 14:15:07.000","safecast:678194983","46.555","15.635",,,6,8,8
"Jun 13, 2020 @ 14:14:08.000","safecast:3714913954","52.395","4.875",,,11,13,14
"Jun 13, 2020 @ 14:05:22.000","safecast:678194983","46.555","15.635",,,4,5,5
"Jun 13, 2020 @ 13:55:07.000","safecast:678194983","46.555","15.635",,,6,7,7
"Jun 13, 2020 @ 13:45:07.000","safecast:678194983","46.555","15.635",,,3,4,5
"Jun 13, 2020 @ 13:44:11.000","safecast:3714913954","52.395","4.875",,,7,8,9
"Jun 13, 2020 @ 13:35:22.000","safecast:678194983","46.555","15.635",,,2,3,3
"Jun 13, 2020 @ 13:26:27.000","safecast:479911182","34.483","136.163","21.626","85.332",3,4,4
"Jun 13, 2020 @ 13:25:07.000","safecast:678194983","46.555","15.635",,,2,3,3
"Jun 13, 2020 @ 13:24:51.000","safecast:1045649384","37.739","-122.502","14.665","88.904",6,8,8
"Jun 13, 2020 @ 13:15:07.000","safecast:678194983","46.555","15.635",,,2,3,3
"Jun 13, 2020 @ 13:14:10.000","safecast:3714913954","52.395","4.875",,,4,5,6
"Jun 13, 2020 @ 13:05:22.000","safecast:678194983","46.555","15.635",,,3,4,4
"Jun 13, 2020 @ 12:55:07.000","safecast:678194983","46.555","15.635",,,3,4,4
"Jun 13, 2020 @ 12:52:16.000","note:dev:865284040095238","34.122","-118.261",,,"12.2","19.02","20.08"
"Jun 13, 2020 @ 12:52:11.000","note:dev:865284040095238","34.122","-118.261",,,"11.78","17.8","19.02"
"Jun 13, 2020 @ 12:50:00.000","note:dev:865284040102018","25.038","121.507",,,"8.32","13.38","14.33"
"Jun 13, 2020 @ 12:49:54.000","note:dev:865284040102018","25.038","121.507",,,"10.33","15.85","15.93"
"Jun 13, 2020 @ 12:45:07.000","safecast:678194983","46.555","15.635",,,3,4,4
"Jun 13, 2020 @ 12:44:11.000","safecast:3714913954","52.395","4.875",,,5,6,6
"Jun 13, 2020 @ 12:43:51.000","note:dev:865284040083945","35.665","139.705",,,"19.05","29.63","32.4"
"Jun 13, 2020 @ 12:43:46.000","note:dev:865284040083945","35.665","139.705",,,"15.65","22.03","23.3"
"Jun 13, 2020 @ 12:43:38.000","note:dev:865284040097945","34.122","-118.261",,,"12.8","20.13","23.53"
"Jun 13, 2020 @ 12:43:32.000","note:dev:865284040097945","34.122","-118.261",,,"11.9","18.5","19.58"
"Jun 13, 2020 @ 12:40:07.000","note:dev:865284040125720","37.739","-122.503",,,0,"3.25","4.03"
"Jun 13, 2020 @ 12:40:02.000","note:dev:865284040125720","37.739","-122.503",,,2,"3.75","4.58"
"Jun 13, 2020 @ 12:35:22.000","safecast:678194983","46.555","15.635",,,3,4,4
"Jun 13, 2020 @ 12:30:31.000","note:dev:865284040097879","34.065","-118.286",,,"10.18","16.8","19.9"
"Jun 13, 2020 @ 12:30:25.000","note:dev:865284040097879","34.065","-118.286",,,"10.45","15.7","17.25"
"Jun 13, 2020 @ 12:29:07.000","note:dev:865284040125878","34.483","136.163",,,"2.9",6,"6.75"
"Jun 13, 2020 @ 12:29:02.000","note:dev:865284040125878","34.483","136.163",,,2,"3.83","4.45"
"Jun 13, 2020 @ 12:28:18.000","note:dev:865284040070785","34.122","-118.261",,,"11.25","18.93","19.38"
"Jun 13, 2020 @ 12:28:13.000","note:dev:865284040070785","34.122","-118.261",,,"13.63","20.98","24.33"
"Jun 13, 2020 @ 12:25:07.000","safecast:678194983","46.555","15.635",,,3,3,3
"Jun 13, 2020 @ 12:15:07.000","safecast:678194983","46.555","15.635",,,3,4,4
"Jun 13, 2020 @ 12:14:12.000","safecast:3714913954","52.395","4.875",,,5,5,5
"Jun 13, 2020 @ 12:05:22.000","safecast:678194983","46.555","15.635",,,4,5,5
"Jun 13, 2020 @ 11:55:07.000","safecast:678194983","46.555","15.635",,,3,5,5
"Jun 13, 2020 @ 11:45:07.000","safecast:678194983","46.555","15.635",,,5,6,6
"Jun 13, 2020 @ 11:44:12.000","safecast:3714913954","52.395","4.875",,,9,11,11
"Jun 13, 2020 @ 11:35:22.000","safecast:678194983","46.555","15.635",,,4,5,5
"Jun 13, 2020 @ 11:25:07.000","safecast:678194983","46.555","15.635",,,4,5,5
"Jun 13, 2020 @ 11:22:06.000","safecast:4267748403","34.122","-118.261","13.638","102.034",14,20,21
"Jun 13, 2020 @ 11:15:07.000","safecast:678194983","46.555","15.635",,,4,5,5
"Jun 13, 2020 @ 11:14:15.000","safecast:3714913954","52.395","4.875",,,13,14,14
"Jun 13, 2020 @ 11:05:22.000","safecast:678194983","46.555","15.635",,,4,5,5
"Jun 13, 2020 @ 11:00:59.000","note:dev:865284040097945","34.122","-118.261",,,"14.95","23.9","28.8"
"Jun 13, 2020 @ 11:00:53.000","note:dev:865284040097945","34.122","-118.261",,,"6.05","9.73","11.93"
"Jun 13, 2020 @ 10:55:07.000","safecast:678194983","46.555","15.635",,,4,5,5
"Jun 13, 2020 @ 10:52:22.000","note:dev:865284040095238","34.122","-118.261",,,"12.95","18.3","18.83"
"Jun 13, 2020 @ 10:52:16.000","note:dev:865284040095238","34.122","-118.261",,,"6.65","10.73","11.08"
"Jun 13, 2020 @ 10:45:07.000","safecast:678194983","46.555","15.635",,,4,4,5
"Jun 13, 2020 @ 10:44:12.000","safecast:3714913954","52.395","4.875",,,9,11,12
"Jun 13, 2020 @ 10:43:33.000","note:dev:865284040083945","35.665","139.705",,,"6.58","10.25","10.63"
"Jun 13, 2020 @ 10:43:28.000","note:dev:865284040083945","35.665","139.705",,,"3.53","6.43","7.05"
"Jun 13, 2020 @ 10:40:33.000","note:dev:865284040125720","37.739","-122.503",,,"1.93","5.78","6.75"
"Jun 13, 2020 @ 10:40:28.000","note:dev:865284040125720","37.739","-122.503",,,"1.15","4.78","7.2"
"Jun 13, 2020 @ 10:39:30.000","note:dev:865284040101085","34.172","-118.057",,,"20.98","31.53","34.42"
"Jun 13, 2020 @ 10:39:24.000","note:dev:865284040101085","34.172","-118.057",,,"15.08","24.18","26.25"
"Jun 13, 2020 @ 10:35:22.000","safecast:678194983","46.555","15.635",,,3,4,4
"Jun 13, 2020 @ 10:30:08.000","note:dev:865284040097879","34.065","-118.286",,,"2.93","4.03","5.08"
"Jun 13, 2020 @ 10:30:02.000","note:dev:865284040097879","34.065","-118.286",,,"2.28","5.05","6.35"
"Jun 13, 2020 @ 10:28:50.000","note:dev:865284040125878","34.483","136.163",,,"2.58","4.58","4.58"
"Jun 13, 2020 @ 10:28:44.000","note:dev:865284040125878","34.483","136.163",,,"2.6","4.97","5.08"
"Jun 13, 2020 @ 10:27:43.000","note:dev:865284040070785","34.122","-118.261",,,"4.22","6.65","8.1"
"Jun 13, 2020 @ 10:27:37.000","note:dev:865284040070785","34.122","-118.261",,,"6.33","10.5","11.68"
"Jun 13, 2020 @ 10:25:07.000","safecast:678194983","46.555","15.635",,,4,4,5
"Jun 13, 2020 @ 10:15:07.000","safecast:678194983","46.555","15.635",,,3,4,5
"Jun 13, 2020 @ 10:14:12.000","safecast:3714913954","52.395","4.875",,,3,3,3
"Jun 13, 2020 @ 10:05:22.000","safecast:678194983","46.555","15.635",,,4,5,5
"Jun 13, 2020 @ 09:55:07.000","safecast:678194983","46.555","15.635",,,4,4,5
"Jun 13, 2020 @ 09:45:07.000","safecast:678194983","46.555","15.635",,,4,5,5
"Jun 13, 2020 @ 09:44:12.000","safecast:3714913954","52.395","4.875",,,1,2,2
"Jun 13, 2020 @ 09:35:22.000","safecast:678194983","46.555","15.635",,,3,4,5
"Jun 13, 2020 @ 09:25:07.000","safecast:678194983","46.555","15.635",,,4,5,5
"Jun 13, 2020 @ 09:15:07.000","safecast:678194983","46.555","15.635",,,5,6,7
"Jun 13, 2020 @ 09:14:12.000","safecast:3714913954","52.395","4.875",,,7,8,8
"Jun 13, 2020 @ 09:14:11.000","safecast:3768313999","33.403","-117.595",,,6,9,9
"Jun 13, 2020 @ 09:05:22.000","safecast:678194983","46.555","15.635",,,6,7,8
"Jun 13, 2020 @ 09:01:41.000","note:dev:865284040097945","34.122","-118.261",,,"5.7","10.75","12.63"
"Jun 13, 2020 @ 09:01:36.000","note:dev:865284040097945","34.122","-118.261",,,"5.65","9.65","11.28"
"Jun 13, 2020 @ 08:55:07.000","safecast:678194983","46.555","15.635",,,6,8,8
"Jun 13, 2020 @ 08:51:28.000","note:dev:865284040095238","34.122","-118.261",,,"3.98","7.68","8.57"
"Jun 13, 2020 @ 08:51:22.000","note:dev:865284040095238","34.122","-118.261",,,"5.03","9.05","9.28"
"Jun 13, 2020 @ 08:50:14.000","note:dev:865284040102018","25.038","121.507",,,"9.43","15.78","15.78"
"Jun 13, 2020 @ 08:50:09.000","note:dev:865284040102018","25.038","121.507",,,"11.3","17.15","17.63"
"Jun 13, 2020 @ 08:45:07.000","safecast:678194983","46.555","15.635",,,7,8,9
"Jun 13, 2020 @ 08:44:22.000","safecast:3714913954","52.395","4.875",,,4,5,5
"Jun 13, 2020 @ 08:43:09.000","note:dev:865284040083945","35.665","139.705",,,"2.08","2.93","3.45"
"Jun 13, 2020 @ 08:43:03.000","note:dev:865284040083945","35.665","139.705",,,"0.57","1.65","1.65"
"Jun 13, 2020 @ 08:42:44.000","note:dev:865284040095295","42.565","-70.784",,,0,0,0
"Jun 13, 2020 @ 08:38:27.000","note:dev:865284040125720","37.739","-122.503",,,1,"3.6","4.22"
"Jun 13, 2020 @ 08:38:22.000","note:dev:865284040125720","37.739","-122.503",,,"2.63","7.55","8.5"
"Jun 13, 2020 @ 08:35:22.000","safecast:678194983","46.555","15.635",,,7,9,9
"Jun 13, 2020 @ 08:30:32.000","note:dev:865284040097879","34.065","-118.286",,,"9.18","13.78","15.63"
"Jun 13, 2020 @ 08:30:26.000","note:dev:865284040097879","34.065","-118.286",,,"20.25","23.8","25.1"
"Jun 13, 2020 @ 08:28:59.000","note:dev:865284040125878","34.483","136.163",,,"1.23","2.3","2.3"
"Jun 13, 2020 @ 08:28:54.000","note:dev:865284040125878","34.483","136.163",,,"1.23","2.38","3.08"
"Jun 13, 2020 @ 08:27:53.000","note:dev:865284040070785","34.122","-118.261",,,"8.6","12.68","13.05"
"Jun 13, 2020 @ 08:27:47.000","note:dev:865284040070785","34.122","-118.261",,,"5.5","8.7","8.85"
"Jun 13, 2020 @ 08:14:41.000","safecast:3714913954","52.395","4.875",,,4,5,6
"Jun 13, 2020 @ 08:10:07.000","safecast:678194983","46.555","15.635",,,8,11,11
"Jun 13, 2020 @ 07:44:23.000","safecast:3714913954","52.395","4.875",,,12,16,17
"Jun 13, 2020 @ 07:40:07.000","safecast:678194983","46.555","15.635",,,8,10,11
"Jun 13, 2020 @ 07:26:30.000","safecast:3709008148","42.565","-70.784","16.726","46.199",483,483,483
"Jun 13, 2020 @ 07:19:50.000","note:dev:864622040009397",,,,,0,"0.18","0.18"
"Jun 13, 2020 @ 07:19:45.000","note:dev:864622040009397",,,,,0,0,0
"Jun 13, 2020 @ 07:19:40.000","note:dev:864622040009397",,,,,0,"0.85","0.85"
"Jun 13, 2020 @ 07:14:12.000","safecast:3714913954","52.395","4.875",,,4,5,5
"Jun 13, 2020 @ 07:10:07.000","safecast:678194983","46.555","15.635",,,9,11,11
"Jun 13, 2020 @ 07:01:00.000","note:dev:865284040097945","34.122","-118.261",,,"7.15","12.8","13.73"
"Jun 13, 2020 @ 07:00:54.000","note:dev:865284040097945","34.122","-118.261",,,"14.83","20.35","20.93"
"Jun 13, 2020 @ 06:51:37.000","note:dev:865284040095238","34.122","-118.261",,,"5.75","9.38","9.55"
"Jun 13, 2020 @ 06:51:32.000","note:dev:865284040095238","34.122","-118.261",,,"12.78","17.93","19.2"
"Jun 13, 2020 @ 06:45:23.000","note:dev:865284040095295","42.565","-70.784",,,0,0,0
"Jun 13, 2020 @ 06:44:19.000","safecast:3714913954","52.395","4.875",,,8,9,9
"Jun 13, 2020 @ 06:43:35.000","note:dev:865284040083945","35.665","139.705",,,"0.8","1.35","1.8"
"Jun 13, 2020 @ 06:43:29.000","note:dev:865284040083945","35.665","139.705",,,"1.88","3.13","3.13"
"Jun 13, 2020 @ 06:40:11.000","note:dev:865284040125720","37.739","-122.503",,,2,"4.83","8.2"
"Jun 13, 2020 @ 06:40:07.000","safecast:678194983","46.555","15.635",,,21,34,44
"Jun 13, 2020 @ 06:40:06.000","note:dev:865284040125720","37.739","-122.503",,,"2.4","3.88","7.53"
"Jun 13, 2020 @ 06:30:39.000","note:dev:865284040097879","34.065","-118.286",,,"7.55","11.48","12.73"
"Jun 13, 2020 @ 06:30:33.000","note:dev:865284040097879","34.065","-118.286",,,"12.85","18.08","19.48"
"Jun 13, 2020 @ 06:29:24.000","note:dev:865284040125878","34.483","136.163",,,"2.88","5.18","5.33"
"Jun 13, 2020 @ 06:29:19.000","note:dev:865284040125878","34.483","136.163",,,"3.93","5.78","6.15"
"Jun 13, 2020 @ 06:27:58.000","note:dev:865284040070785","34.122","-118.261",,,"15.55","22.65","23.7"
"Jun 13, 2020 @ 06:27:53.000","note:dev:865284040070785","34.122","-118.261",,,"14.8","22.03","22.33"
"Jun 13, 2020 @ 06:20:22.000","note:dev:865284040101085","34.172","-118.057",,,"13.35","17.88","18.55"
"Jun 13, 2020 @ 06:20:16.000","note:dev:865284040101085","34.172","-118.057",,,"9.88","12.58","12.93"
"Jun 13, 2020 @ 06:20:07.000","safecast:1045649384","37.739","-122.503","14.839","88.214",3,4,6
"Jun 13, 2020 @ 06:14:12.000","safecast:3714913954","52.395","4.875",,,0,0,0
"Jun 13, 2020 @ 06:10:07.000","safecast:678194983","46.555","15.635",,,10,12,12
"Jun 13, 2020 @ 05:58:04.000","safecast:1094924990","33.449","-117.649","16.405","70.484",10,14,16
"Jun 13, 2020 @ 05:44:11.000","safecast:3714913954","52.395","4.875",,,0,0,0
"Jun 13, 2020 @ 05:40:07.000","safecast:678194983","46.555","15.635",,,8,10,10
"Jun 13, 2020 @ 05:14:12.000","safecast:3714913954","52.395","4.875",,,0,0,0
"Jun 13, 2020 @ 05:10:07.000","safecast:678194983","46.555","15.635",,,7,8,9
"Jun 13, 2020 @ 05:01:30.000","note:dev:865284040097945","34.122","-118.261",,,"12.95","18.8","20.2"
"Jun 13, 2020 @ 05:01:25.000","note:dev:865284040097945","34.122","-118.261",,,"10.15","14.9","15.58"
"Jun 13, 2020 @ 04:51:51.000","note:dev:865284040095238","34.122","-118.261",,,"12.98","20.05","20.7"
"Jun 13, 2020 @ 04:51:46.000","note:dev:865284040095238","34.122","-118.261",,,"8.45","12.5","12.65"
"Jun 13, 2020 @ 04:49:39.000","note:dev:865284040102018","25.038","121.507",,,"12.13","18.5","18.75"
"Jun 13, 2020 @ 04:49:33.000","note:dev:865284040102018","25.038","121.507",,,"17.2","26.85","27.9"
"Jun 13, 2020 @ 04:44:13.000","safecast:3714913954","52.395","4.875",,,0,0,0
"Jun 13, 2020 @ 04:43:17.000","note:dev:865284040083945","35.665","139.705",,,"3.33","4.5","5.03"
"Jun 13, 2020 @ 04:43:11.000","note:dev:865284040083945","35.665","139.705",,,"1.27","2.25","2.8"
"Jun 13, 2020 @ 04:42:40.000","note:dev:865284040095295","42.565","-70.784",,,0,0,0
"Jun 13, 2020 @ 04:40:07.000","safecast:678194983","46.555","15.635",,,7,9,9
"Jun 13, 2020 @ 04:39:54.000","note:dev:865284040125720","37.739","-122.503",,,"1.15","4.45","6.88"
"Jun 13, 2020 @ 04:30:34.000","note:dev:865284040097879","34.065","-118.286",,,"9.6","12.98","13.2"
"Jun 13, 2020 @ 04:30:28.000","note:dev:865284040097879","34.065","-118.286",,,"13.05","18.8","19.9"
"Jun 13, 2020 @ 04:28:45.000","note:dev:865284040125878","34.483","136.163",,,"2.4","3.65","3.65"
"Jun 13, 2020 @ 04:28:40.000","note:dev:865284040125878","34.483","136.163",,,"1.73","3.08","3.63"
"Jun 13, 2020 @ 04:27:42.000","note:dev:865284040070785","34.122","-118.261",,,"9.98","15.2","15.6"
"Jun 13, 2020 @ 04:27:37.000","note:dev:865284040070785","34.122","-118.261",,,"6.55","8.93","10.98"
"Jun 13, 2020 @ 04:16:42.000","safecast:1238569003","37.523","139.939","21.453","52.762",0,0,0
"Jun 13, 2020 @ 04:15:45.000","note:dev:864622040009397",,,,,"0.35","0.75","0.75"
"Jun 13, 2020 @ 04:14:10.000","safecast:3714913954","52.395","4.875",,,0,0,0
"Jun 13, 2020 @ 04:10:07.000","safecast:678194983","46.555","15.635",,,6,7,8
"Jun 13, 2020 @ 03:59:28.000","note:dev:865284040125720","37.739","-122.503",,,0,3,"3.48"
"Jun 13, 2020 @ 03:59:23.000","note:dev:865284040125720","37.739","-122.503",,,0,"2.6","3.98"
